[collision]
39,38,39,45
39,38,47,38
47,38,47,39
47,39,40,39
40,39,40,45
40,45,39,45
55,39,62,39
62,39,62,40
62,40,59,40
59,40,59,42
59,42,58,42
58,42,58,40
58,40,55,40
55,40,55,39
56,41,56,43
56,43,57,43
57,43,57,41
57,41,56,41
58,43,60,43
60,43,60,41
60,41,62,41
62,41,62,40
62,40,63,40
63,40,63,45
63,45,62,45
62,45,62,42
62,42,61,42
61,42,61,44
61,44,58,44
58,44,58,43
56,44,56,46
56,46,62,46
62,46,62,45
62,45,57,45
57,45,57,44
57,44,56,44
39,46,49,46
49,46,49,47
49,47,39,47
39,47,39,46
43,39,43,44
43,44,48,44
48,44,48,43
48,43,44,43
44,43,44,39
50,47,50,39
50,39,51,39
51,39,51,47
51,47,50,47
#one
39,38,41,36
41,36,47,38

[walls]
dirtygrass,47,26,0.000
stump,51,28,0.000
stump,55,28,0.000
stump,55,31,0.000
stump,51,32,0.000
stump,52,36,0.000
stump,47,36,0.000
stump,44,35,0.000
stump,38,33,0.000
stump,37,30,0.000
stump,34,31,0.000
brick,57,39,0.000
brick,58,39,0.000
brick,59,39,0.000
brick,60,39,0.000
brick,61,39,0.000
brick,62,40,0.000
brick,62,41,0.000
brick,62,42,0.000
brick,62,43,0.000
brick,62,44,0.000
brick,61,45,0.000
brick,60,45,0.000
brick,59,45,0.000
brick,58,45,0.000
brick,60,43,0.000
brick,59,43,0.000
brick,59,43,0.000
brick,58,43,0.000
brick,60,42,0.000
brick,60,41,0.000
brick,61,41,0.000
brick,58,41,0.000
brick,58,40,0.000
brick,57,45,0.000
brick,56,45,0.000
brick,56,44,0.000
brick,56,42,0.000
brick,56,41,0.000
brick,56,39,0.000
brick,55,39,0.000
brick,46,38,0.000
brick,45,38,0.000
brick,44,38,0.000
brick,43,38,0.000
brick,42,38,0.000
brick,41,38,0.000
brick,41,38,0.000
brick,40,38,0.000
brick,39,38,0.000
brick,39,39,0.000
brick,39,40,0.000
brick,39,41,0.000
brick,39,42,0.000
brick,39,43,0.000
brick,39,44,0.000
brick,39,46,0.000
brick,40,46,0.000
brick,41,46,0.000
brick,42,46,0.000
brick,43,46,0.000
brick,43,43,0.000
brick,43,42,0.000
brick,43,41,0.000
brick,43,40,0.000
brick,43,39,0.000
brick,44,43,0.000
brick,45,43,0.000
brick,46,43,0.000
brick,47,43,0.000
brick,44,46,0.000
brick,45,46,0.000
brick,46,46,0.000
brick,47,46,0.000
brick,48,46,0.000
brick,50,46,0.000
brick,50,45,0.000
brick,50,44,0.000
brick,50,43,0.000
brick,50,42,0.000
brick,50,41,0.000
brick,50,40,0.000
brick,50,39,0.000
wood,47,40,0.000

[tiles]
grass512,19,24,0.000
grass512,29,24,0.000
grass512,39,24,0.000
grass512,19,34,0.000
grass512,29,34,0.000
grass512,39,34,0.000
grass512,49,24,0.000
grass512,49,34,0.000
grass512,59,24,0.000
grass512,59,34,0.000
grass512,19,44,0.000
grass512,29,44,0.000
grass512,39,44,0.000
grass512,49,44,0.000
grass512,59,44,0.000

[color]
cavegraydark,2f302f
cavegray,7f7f7f
red,ff0000
black,000000

[checkpoint]
start,40,34

[resetbox]
#start,75,62,102,65
